Date,Open,High,Low,Close,Volume
2025-03-24 12:35:00,488.0,488.07,487.8601,488.0,21730.0
2025-03-24 12:40:00,487.9981,488.24,487.83,488.1998,129755.0
2025-03-24 12:45:00,488.19,488.21,487.95,488.1,25493.0
2025-03-24 12:50:00,488.12,488.18,488.0,488.13,26152.0
2025-03-24 12:55:00,488.03,488.18,487.9,488.15,30984.0
2025-03-24 13:00:00,488.18,488.45,488.02,488.4,45703.0
2025-03-24 13:05:00,488.43,488.45,488.295,488.3,141064.0
2025-03-24 13:10:00,488.3799,488.45,488.17,488.2,12082.0
2025-03-24 13:15:00,488.2,488.47,488.09,488.29,29878.0
2025-03-24 13:20:00,488.23,488.29,487.98,488.01,40843.0
2025-03-24 13:25:00,487.96,488.07,487.7,487.73,89478.0
2025-03-24 13:30:00,487.74,488.2,487.12,487.24,1357401.0
2025-03-24 13:35:00,487.24,488.66,487.13,488.399,939293.0
2025-03-24 13:40:00,488.43,488.57,487.54,488.02,861161.0
2025-03-24 13:45:00,488.14,489.17,487.9,489.13,592036.0
2025-03-24 13:50:00,489.13,489.45,488.91,489.24,501423.0
2025-03-24 13:55:00,489.29,489.72,489.07,489.18,653941.0
2025-03-24 14:00:00,489.18,489.5,488.92,489.14,404891.0
2025-03-24 14:05:00,489.16,489.24,488.15,488.33,496260.0
2025-03-24 14:10:00,488.36,489.27,488.32,489.21,343318.0
2025-03-24 14:15:00,489.22,489.67,489.09,489.61,390393.0
2025-03-24 14:20:00,489.62,489.93,489.3612,489.86,394295.0
2025-03-24 14:25:00,489.83,489.86,489.57,489.7108,241226.0
2025-03-24 14:30:00,489.75,489.98,489.26,489.5,420597.0
2025-03-24 14:35:00,489.51,489.78,489.24,489.3,334736.0
2025-03-24 14:40:00,489.29,489.75,489.22,489.55,222970.0
2025-03-24 14:45:00,489.55,490.2,489.51,490.1711,295669.0
2025-03-24 14:50:00,490.17,490.24,490.01,490.07,218489.0
2025-03-24 14:55:00,490.05,490.12,489.81,489.97,179521.0
2025-03-24 15:00:00,489.9968,490.13,489.535,490.08,252918.0
2025-03-24 15:05:00,490.07,490.52,490.02,490.305,378612.0
2025-03-24 15:10:00,490.2975,490.46,490.11,490.22,324827.0
2025-03-24 15:15:00,490.23,490.47,490.18,490.39,235194.0
2025-03-24 15:20:00,490.38,490.505,490.166,490.235,196470.0
2025-03-24 15:25:00,490.25,490.29,489.87,490.11,254704.0
2025-03-24 15:30:00,490.115,490.14,489.8,490.09,212203.0
2025-03-24 15:35:00,490.07,490.23,489.51,489.57,221010.0
2025-03-24 15:40:00,489.56,489.8,489.51,489.605,196931.0
2025-03-24 15:45:00,489.62,489.86,489.51,489.53,203933.0
2025-03-24 15:50:00,489.55,490.12,489.51,490.04,208352.0
2025-03-24 15:55:00,490.04,490.17,490.0,490.11,130628.0
2025-03-24 16:00:00,490.11,490.315,489.9408,490.27,274228.0
2025-03-24 16:05:00,490.28,490.725,490.28,490.59,272181.0
2025-03-24 16:10:00,490.58,490.595,490.2909,490.4799,170321.0
2025-03-24 16:15:00,490.47,490.5,490.13,490.17,370380.0
2025-03-24 16:20:00,490.19,490.5797,490.12,490.57,175475.0
2025-03-24 16:25:00,490.55,490.56,489.6,489.69,507835.0
2025-03-24 16:30:00,489.76,489.92,489.3709,489.78,257334.0
2025-03-24 16:35:00,489.81,490.06,489.71,489.8,162254.0
2025-03-24 16:40:00,489.75,489.83,489.2456,489.7596,145578.0
2025-03-24 16:45:00,489.75,490.25,489.75,490.07,175401.0
2025-03-24 16:50:00,490.0683,490.19,489.83,489.97,100726.0
2025-03-24 16:55:00,489.97,490.0,489.6,489.7799,128308.0
2025-03-24 17:00:00,489.78,489.89,489.52,489.6,163723.0
2025-03-24 17:05:00,489.59,489.9,489.48,489.565,219309.0
2025-03-24 17:10:00,489.56,489.63,489.19,489.3,184214.0
2025-03-24 17:15:00,489.3,489.63,489.18,489.23,207750.0
2025-03-24 17:20:00,489.22,489.47,489.02,489.37,214308.0
2025-03-24 17:25:00,489.37,489.72,489.33,489.7,162190.0
2025-03-24 17:30:00,489.73,489.98,489.62,489.83,298036.0
2025-03-24 17:35:00,489.835,489.99,489.53,489.95,253202.0
2025-03-24 17:40:00,489.955,489.9565,489.5,489.645,155047.0
2025-03-24 17:45:00,489.66,490.38,489.55,489.75,174138.0
2025-03-24 17:50:00,489.75,489.97,489.51,489.62,160664.0
2025-03-24 17:55:00,489.635,489.81,489.42,489.81,245366.0
2025-03-24 18:00:00,489.82,489.87,489.01,489.23,231289.0
2025-03-24 18:05:00,489.23,489.63,489.23,489.44,365145.0
2025-03-24 18:10:00,489.44,489.53,489.2212,489.28,118463.0
2025-03-24 18:15:00,489.3,489.695,489.18,489.47,157411.0
2025-03-24 18:20:00,489.48,489.67,489.3736,489.59,159869.0
2025-03-24 18:25:00,489.55,489.74,489.35,489.64,186670.0
2025-03-24 18:30:00,489.65,489.7,489.22,489.38,324992.0
2025-03-24 18:35:00,489.38,490.2,489.2,489.9,429443.0
2025-03-24 18:40:00,489.9,490.45,489.71,490.21,504907.0
2025-03-24 18:45:00,490.23,490.3064,489.47,490.24,519956.0
2025-03-24 18:50:00,490.26,490.5,490.2,490.41,222948.0
2025-03-24 18:55:00,490.41,490.47,490.23,490.38,241756.0
2025-03-24 19:00:00,490.38,490.64,490.2224,490.623302,499620.0
2025-03-24 19:05:00,490.62,490.99,490.62,490.815,645900.0
2025-03-24 19:10:00,490.81,490.84,490.56,490.595,494315.0
2025-03-24 19:15:00,490.6,490.9,490.59,490.86,395113.0
2025-03-24 19:20:00,490.85,490.85,490.592,490.75,407779.0
2025-03-24 19:25:00,490.76,490.81,490.4223,490.51,336678.0
2025-03-24 19:30:00,490.53,490.66,490.41,490.51,583409.0
2025-03-24 19:35:00,490.49,490.56,490.28,490.3999,412976.0
2025-03-24 19:40:00,490.4,490.75,490.34,490.5745,605082.0
2025-03-24 19:45:00,490.58,491.03,490.49,490.83,723127.0
2025-03-24 19:50:00,490.83,491.51,490.47,491.21,935520.0
2025-03-24 19:55:00,491.23,491.47,490.45,490.45,2739948.0
2025-03-24 20:00:00,490.45,490.71,490.119,490.36,319347.0
2025-03-24 20:05:00,490.31,490.66,490.24,490.51,349145.0
2025-03-24 20:10:00,490.51,490.63,490.37,490.56,392103.0
2025-03-24 20:15:00,490.53,490.73,490.53,490.61,308615.0
2025-03-24 20:20:00,490.638,490.65,490.57,490.62,24095.0
2025-03-24 20:25:00,490.6,490.63,490.41,490.47,22745.0
2025-03-24 20:30:00,490.4895,490.58,490.4,490.4,88167.0
2025-03-24 20:35:00,490.4,490.47,490.381,490.46,213708.0
2025-03-24 20:40:00,490.47,490.48,490.42,490.48,10856.0
2025-03-24 20:45:00,490.46,490.52,490.42,490.51,16891.0
2025-03-24 20:50:00,490.5,490.5,490.31,490.32,14145.0
2025-03-24 20:55:00,490.319,490.32,490.24,490.25,16733.0
2025-03-24 21:00:00,490.241,490.3,490.2,490.27,9192.0
2025-03-24 21:05:00,490.26,490.28,490.2017,490.25,13346.0
2025-03-24 21:10:00,490.28,490.28,490.26,490.28,7856.0
2025-03-24 21:15:00,490.28,490.29,490.27,490.29,4400.0
2025-03-24 21:20:00,490.3,490.4,490.3,490.4,3505.0
2025-03-24 21:25:00,490.4,490.45,490.35,490.45,1959.0
2025-03-24 21:35:00,490.45,490.57,490.45,490.49,4991.0
2025-03-24 21:40:00,490.55,490.59,490.5,490.59,1306.0
2025-03-24 21:45:00,490.55,490.57,490.5005,490.56,2037.0
2025-03-24 21:50:00,490.54,490.6,490.53,490.55,7755.0
2025-03-24 21:55:00,490.54,490.57,490.4,490.4,1770.0
2025-03-24 22:00:00,490.4,490.44,490.3,490.34,8878.0
2025-03-24 22:05:00,490.31,490.37,490.2,490.21,25441.0
2025-03-24 22:10:00,490.18,490.2,489.9678,490.02,15874.0
2025-03-24 22:15:00,490.04,490.1,490.0,490.05,3920.0
2025-03-24 22:20:00,490.02,490.06,490.02,490.05,1664.0
2025-03-24 22:25:00,490.05,490.05,489.89,489.89,5038.0
2025-03-24 22:30:00,490.03,490.0914,489.94,490.0914,3460.0
2025-03-24 22:35:00,490.1,490.2,490.1,490.14,3132.0
2025-03-24 22:40:00,490.1385,490.141,490.0917,490.0917,5404.0
2025-03-24 22:45:00,490.17,490.17,490.04,490.11,3769.0
2025-03-24 22:50:00,490.05,490.08,489.99,490.08,2728.0
2025-03-24 22:55:00,490.09,490.09,490.01,490.06,2713.0
2025-03-24 23:00:00,490.06,490.24,490.05,490.21,20561.0
2025-03-24 23:05:00,490.04,490.109,490.04,490.109,815.0
2025-03-24 23:10:00,490.09,490.09,490.0,490.07,5447.0
2025-03-24 23:15:00,490.04,490.12,490.04,490.12,1850.0
2025-03-24 23:20:00,490.06,490.09,490.03,490.035,13745.0
2025-03-24 23:25:00,490.0791,490.08,490.02,490.08,14411.0
2025-03-24 23:30:00,490.08,490.36,490.08,490.3292,23762.0
2025-03-24 23:35:00,490.3648,490.42,490.311,490.4,2579.0
2025-03-24 23:40:00,490.3717,490.48,490.36,490.48,7235.0
2025-03-24 23:45:00,490.45,490.47,490.31,490.32,3944.0
2025-03-24 23:50:00,490.39,490.39,490.28,490.3,3270.0
2025-03-24 23:55:00,490.3,490.32,490.1981,490.1981,6411.0
2025-03-25 08:00:00,489.95,490.22,489.9,490.01,13656.0
2025-03-25 08:05:00,490.05,490.09,489.5,489.56,8912.0
2025-03-25 08:10:00,489.6,489.65,489.33,489.33,7677.0
2025-03-25 08:15:00,489.31,489.32,488.77,488.85,13742.0
2025-03-25 08:20:00,488.84,489.26,488.84,489.2,15397.0
2025-03-25 08:25:00,489.26,489.35,488.97,488.97,3313.0
2025-03-25 08:30:00,488.84,488.97,488.77,488.77,13719.0
2025-03-25 08:35:00,488.8,489.16,488.8,489.01,10754.0
2025-03-25 08:40:00,489.05,489.06,488.93,488.97,9920.0
2025-03-25 08:45:00,489.07,489.2,488.94,489.18,4177.0
2025-03-25 08:50:00,489.26,489.43,489.19,489.3,6521.0
2025-03-25 08:55:00,489.27,489.27,488.96,489.09,5192.0
2025-03-25 09:00:00,489.0,489.17,488.9,489.14,2716.0
2025-03-25 09:05:00,489.07,489.19,488.83,488.9,4839.0
2025-03-25 09:10:00,489.0,489.03,488.94,488.96,11923.0
2025-03-25 09:15:00,488.93,489.14,488.93,489.13,3877.0
2025-03-25 09:20:00,489.1,489.25,489.1,489.14,832.0
2025-03-25 09:25:00,489.26,489.49,489.26,489.3,4204.0
2025-03-25 09:30:00,489.27,489.54,489.26,489.54,3180.0
2025-03-25 09:35:00,489.56,489.61,489.47,489.47,4361.0
2025-03-25 09:40:00,489.55,489.57,489.45,489.54,4651.0
2025-03-25 09:45:00,489.62,489.86,489.62,489.83,3271.0
2025-03-25 09:50:00,489.73,489.99,489.73,489.95,3828.0
2025-03-25 09:55:00,489.94,489.94,489.89,489.91,3310.0
2025-03-25 10:00:00,489.9,490.01,489.77,489.77,9691.0
2025-03-25 10:05:00,489.71,489.71,489.63,489.69,2313.0
2025-03-25 10:10:00,489.6,489.71,489.46,489.67,3906.0
2025-03-25 10:15:00,489.75,490.0,489.75,489.97,7883.0
2025-03-25 10:20:00,490.05,490.5,490.04,490.19,8546.0
2025-03-25 10:25:00,490.22,490.27,490.22,490.27,2540.0
2025-03-25 10:30:00,490.37,490.4,490.37,490.4,1414.0
2025-03-25 10:35:00,490.34,490.5,490.22,490.49,4703.0
2025-03-25 10:40:00,490.48,490.69,490.34,490.69,5333.0
2025-03-25 10:45:00,490.63,490.9,490.63,490.74,8125.0
2025-03-25 10:50:00,490.7,490.73,490.6,490.63,4668.0
2025-03-25 10:55:00,490.65,490.73,490.65,490.73,2639.0
2025-03-25 11:00:00,490.7,491.2,490.69,490.84,11977.0
2025-03-25 11:05:00,490.82,490.94,490.46,490.46,25204.0
2025-03-25 11:10:00,490.62,490.84,490.6,490.7,16144.0
2025-03-25 11:15:00,490.73,490.9,490.62,490.82,12986.0
2025-03-25 11:20:00,490.85,490.88,490.8,490.84,16678.0
2025-03-25 11:25:00,490.8,491.0,490.73,491.0,8611.0
2025-03-25 11:30:00,490.98,491.13,490.82,491.13,9916.0
2025-03-25 11:35:00,491.07,491.18,491.05,491.08,8067.0
2025-03-25 11:40:00,491.1,491.32,491.1,491.21,6003.0
2025-03-25 11:45:00,491.2,491.44,491.2,491.44,12795.0
2025-03-25 11:50:00,491.4,491.5,491.33,491.43,11723.0
2025-03-25 11:55:00,491.49,491.7,491.49,491.55,7159.0
2025-03-25 12:00:00,491.1,491.79,488.8404,491.591,114835.0
2025-03-25 12:05:00,491.5953,491.68,491.5,491.52,9974.0
2025-03-25 12:10:00,491.52,491.65,491.45,491.65,9837.0
2025-03-25 12:15:00,491.6,491.63,491.5,491.56,10810.0
2025-03-25 12:20:00,491.57,491.67,491.49,491.64,21281.0
2025-03-25 12:25:00,491.68,491.9,491.64,491.84,14881.0
2025-03-25 12:30:00,491.85,492.42,491.8,492.37,45763.0
2025-03-25 12:35:00,492.3,492.38,492.17,492.19,25862.0
2025-03-25 12:40:00,492.18,492.18,491.93,491.999,16173.0
2025-03-25 12:45:00,491.93,492.07,491.93,491.96,13951.0
2025-03-25 12:50:00,491.95,491.95,491.59,491.6,23476.0
2025-03-25 12:55:00,491.6,491.63,491.42,491.46,26564.0
2025-03-25 13:00:00,491.45,491.8199,491.41,491.691,17295.0
2025-03-25 13:05:00,491.74,492.0,491.69,492.0,10849.0
2025-03-25 13:10:00,492.02,492.15,491.96,491.96,33503.0
2025-03-25 13:15:00,491.95,492.09,491.88,491.88,15433.0
2025-03-25 13:20:00,491.87,492.02,491.8101,491.9709,16855.0
2025-03-25 13:25:00,492.02,492.05,491.23,491.41,64721.0
2025-03-25 13:30:00,491.39,491.84,491.02,491.4,922594.0
2025-03-25 13:35:00,491.35,491.47,490.85,491.29,526911.0
2025-03-25 13:40:00,491.19,492.005,490.62,491.18,1072626.0
2025-03-25 13:45:00,491.2,491.52,490.42,490.66,367618.0
2025-03-25 13:50:00,490.67,491.529,490.455,491.3608,444030.0
2025-03-25 13:55:00,491.37,491.875,491.34,491.5912,463317.0
2025-03-25 14:00:00,491.7,492.26,490.645,491.01,547196.0
2025-03-25 14:05:00,491.06,491.79,491.0,491.62,553022.0
2025-03-25 14:10:00,491.57,492.18,491.49,491.9455,334865.0
2025-03-25 14:15:00,491.86,492.3497,491.81,491.91,346929.0
2025-03-25 14:20:00,491.91,492.23,491.71,492.08,219661.0
2025-03-25 14:25:00,492.07,492.6497,491.73,492.6497,399736.0
2025-03-25 14:30:00,492.65,492.6799,491.8801,492.1,301544.0
2025-03-25 14:35:00,492.135,492.91,492.1313,492.85,266005.0
2025-03-25 14:40:00,492.85,493.28,492.77,493.26,472775.0
2025-03-25 14:45:00,493.25,493.45,493.1099,493.12,651570.0
2025-03-25 14:50:00,493.12,493.51,493.03,493.2202,240767.0
2025-03-25 14:55:00,493.22,493.45,492.81,493.1888,286080.0
2025-03-25 15:00:00,493.16,493.5794,493.08,493.17,236723.0
2025-03-25 15:05:00,493.195,493.62,493.19,493.48,142504.0
2025-03-25 15:10:00,493.46,493.5091,493.13,493.2602,153313.0
2025-03-25 15:15:00,493.2785,493.355,493.02,493.24,152764.0
2025-03-25 15:20:00,493.23,493.33,492.92,493.24,163901.0
2025-03-25 15:25:00,493.24,493.4,493.09,493.13,159964.0
2025-03-25 15:30:00,493.15,493.1769,492.67,492.8801,264418.0
2025-03-25 15:35:00,492.91,492.9398,492.62,492.77,183514.0
2025-03-25 15:40:00,492.75,492.88,492.53,492.88,113107.0
2025-03-25 15:45:00,492.8891,492.95,492.4841,492.71,206696.0
2025-03-25 15:50:00,492.71,492.8548,492.32,492.35,167273.0
2025-03-25 15:55:00,492.33,492.5,492.11,492.36,440531.0
2025-03-25 16:00:00,492.35,492.64,492.24,492.39,206342.0
2025-03-25 16:05:00,492.38,492.56,492.18,492.54,162942.0
2025-03-25 16:10:00,492.52,492.77,492.36,492.59,320594.0
2025-03-25 16:15:00,492.58,492.58,492.01,492.15,191065.0
2025-03-25 16:20:00,492.18,492.57,492.1221,492.48,611355.0
2025-03-25 16:25:00,492.455,492.51,492.06,492.11,131272.0
2025-03-25 16:30:00,492.11,492.2297,491.75,491.89,215261.0
2025-03-25 16:35:00,491.9,492.1601,491.83,492.03,133625.0
2025-03-25 16:40:00,492.09,492.4,491.99,492.3201,160425.0
2025-03-25 16:45:00,492.32,492.49,492.13,492.31,99223.0
2025-03-25 16:50:00,492.3009,492.8,492.26,492.75,258690.0
2025-03-25 16:55:00,492.74,492.81,492.4,492.545,139508.0
2025-03-25 17:00:00,492.605,493.05,492.54,492.97,303554.0
2025-03-25 17:05:00,492.98,493.26,492.95,493.21,177274.0
2025-03-25 17:10:00,493.21,493.21,492.7,492.71,217591.0
2025-03-25 17:15:00,492.73,492.77,492.3,492.34,199170.0
2025-03-25 17:20:00,492.33,492.44,492.05,492.14,224770.0
2025-03-25 17:25:00,492.1375,492.14,491.371,491.5201,210636.0
2025-03-25 17:30:00,491.55,491.8555,491.53,491.805,165543.0
2025-03-25 17:35:00,491.81,491.99,491.6947,491.71,128328.0
2025-03-25 17:40:00,491.71,492.03,491.65,491.95,172437.0
2025-03-25 17:45:00,491.94,492.01,491.71,491.795,111762.0
2025-03-25 17:50:00,491.805,491.8399,491.57,491.81,231588.0
2025-03-25 17:55:00,491.8,491.98,491.57,491.65,90135.0
2025-03-25 18:00:00,491.61,491.7498,491.48,491.68,218023.0
2025-03-25 18:05:00,491.66,491.94,491.38,491.9,220410.0
2025-03-25 18:10:00,491.9,492.28,491.9,492.28,146696.0
2025-03-25 18:15:00,492.27,492.4659,492.05,492.38,266253.0
2025-03-25 18:20:00,492.4275,492.67,492.391,492.4,140494.0
2025-03-25 18:25:00,492.4,492.43,492.0001,492.13,140911.0
2025-03-25 18:30:00,492.14,492.26,491.88,492.14,143560.0
2025-03-25 18:35:00,492.1414,492.2788,491.94,491.99,76060.0
2025-03-25 18:40:00,492.01,492.06,491.69,491.92,444885.0
2025-03-25 18:45:00,491.89,492.08,491.68,491.6903,103286.0
2025-03-25 18:50:00,491.66,492.05,491.6,491.97,178846.0
2025-03-25 18:55:00,491.97,492.15,491.86,491.9766,98539.0
2025-03-25 19:00:00,491.93,492.42,491.9,492.31,181033.0
2025-03-25 19:05:00,492.33,492.49,492.2,492.39,168448.0
2025-03-25 19:10:00,492.41,492.61,491.97,492.1,177668.0
2025-03-25 19:15:00,492.1,492.35,491.9501,492.31,479768.0
2025-03-25 19:20:00,492.3,492.56,492.2,492.5495,138538.0
2025-03-25 19:25:00,492.55,492.565,492.22,492.23,223032.0
2025-03-25 19:30:00,492.25,492.68,492.25,492.63,243368.0
2025-03-25 19:35:00,492.63,492.95,492.53,492.69,357862.0
2025-03-25 19:40:00,492.7,492.984,492.68,492.88,197074.0
2025-03-25 19:45:00,492.87,493.39,492.79,493.29,598162.0
2025-03-25 19:50:00,493.28,493.56,492.8,493.3,661981.0
2025-03-25 19:55:00,493.26,493.55,493.13,493.45,1081744.0
2025-03-25 20:00:00,493.46,493.77,493.4,493.76,276512.0
2025-03-25 20:05:00,493.74,493.92,493.46,493.85,78386.0
2025-03-25 20:10:00,493.87,493.89,493.72,493.8,79524.0
2025-03-25 20:15:00,493.83,494.02,493.78,493.96,33950.0
2025-03-25 20:20:00,493.9799,494.0,493.9,493.99,74237.0
2025-03-25 20:25:00,494.01,494.18,493.96,494.18,29912.0
2025-03-25 20:30:00,494.169,494.17,494.09,494.15,320560.0
2025-03-25 20:35:00,494.15,494.29,494.15,494.27,28669.0
2025-03-25 20:40:00,494.22,494.22,494.14,494.15,14201.0
2025-03-25 20:45:00,494.17,494.22,494.11,494.11,19811.0
2025-03-25 20:50:00,494.1,494.1196,494.06,494.07,15007.0
2025-03-25 20:55:00,494.02,494.131,494.01,494.13,11195.0
2025-03-25 21:00:00,494.09,494.09,494.02,494.02,1649.0
2025-03-25 21:05:00,494.02,494.0296,493.9,494.0296,8079.0
2025-03-25 21:10:00,493.99,493.99,493.95,493.95,6837.0
2025-03-25 21:15:00,493.95,493.95,493.95,493.95,123.0
2025-03-25 21:20:00,493.97,494.0,493.97,494.0,2826.0
2025-03-25 21:25:00,494.0,494.05,494.0,494.05,828.0
2025-03-25 21:30:00,494.0056,494.0056,494.0056,494.0056,241.0
2025-03-25 21:35:00,494.0595,494.08,494.05,494.0793,3443.0
2025-03-25 21:40:00,494.07,494.07,493.98,494.07,4241.0
2025-03-25 21:50:00,493.98,493.98,493.961,493.961,2257.0
2025-03-25 21:55:00,493.98,493.99,493.94,493.9899,4365.0
2025-03-25 22:00:00,493.99,494.1583,493.98,494.0217,12805.0
2025-03-25 22:05:00,494.07,494.2,494.0,494.171,6722.0
2025-03-25 22:10:00,494.22,494.36,494.17,494.18,13904.0
2025-03-25 22:15:00,494.15,494.15,494.04,494.04,3525.0
2025-03-25 22:20:00,494.09,494.13,494.08,494.08,20718.0
2025-03-25 22:25:00,494.07,494.07,493.98,493.98,7822.0
2025-03-25 22:30:00,493.981,494.05,493.98,494.05,3518.0
2025-03-25 22:35:00,493.97,494.04,493.94,493.95,20957.0
2025-03-25 22:40:00,493.9699,493.9796,493.83,493.969,17781.0
2025-03-25 22:45:00,493.94,494.0,493.8816,493.97,2928.0
2025-03-25 22:50:00,494.0,494.0,493.98,493.98,615.0
2025-03-25 22:55:00,494.05,494.05,493.97,493.97,2179.0
2025-03-25 23:00:00,494.01,494.1,494.01,494.1,1917.0
2025-03-25 23:05:00,494.09,494.09,494.0212,494.05,2838.0
2025-03-25 23:10:00,494.1,494.1,494.1,494.1,343.0
2025-03-25 23:15:00,494.1,494.12,494.0613,494.0796,2108.0
2025-03-25 23:20:00,494.06,494.1,494.0,494.0999,3562.0
2025-03-25 23:25:00,494.1,494.16,494.1,494.16,1002.0
2025-03-25 23:30:00,494.1,494.1,494.04,494.08,1272.0
2025-03-25 23:35:00,494.1101,494.23,494.1101,494.23,3032.0
2025-03-25 23:40:00,494.19,494.25,494.19,494.25,4162.0
2025-03-25 23:45:00,494.25,494.52,494.25,494.4001,12193.0
2025-03-25 23:50:00,494.4,494.46,494.32,494.4,3511.0
2025-03-25 23:55:00,494.3701,494.3701,494.26,494.28,12461.0
2025-03-26 08:00:00,493.28,494.0,493.09,493.12,5297.0
2025-03-26 08:05:00,493.16,493.16,492.84,492.93,8362.0
2025-03-26 08:10:00,492.97,493.06,492.37,492.83,9772.0
2025-03-26 08:15:00,492.82,492.96,492.57,492.57,1754.0
2025-03-26 08:20:00,492.52,492.67,492.52,492.66,2499.0
2025-03-26 08:25:00,492.83,492.86,492.83,492.86,714.0
2025-03-26 08:30:00,493.03,493.12,492.99,493.12,1709.0
2025-03-26 08:35:00,493.06,493.08,492.97,492.98,8815.0
2025-03-26 08:40:00,492.92,493.1,492.92,493.1,2074.0
2025-03-26 08:45:00,492.93,492.93,492.63,492.66,2205.0
2025-03-26 08:50:00,492.71,492.77,492.6,492.6,1975.0
2025-03-26 08:55:00,492.72,492.72,492.64,492.66,2148.0
2025-03-26 09:00:00,492.68,492.78,492.67,492.78,2954.0
2025-03-26 09:05:00,492.48,492.93,492.48,492.93,1168.0
2025-03-26 09:10:00,492.83,492.83,492.83,492.83,206.0
2025-03-26 09:15:00,492.82,492.82,492.65,492.65,5512.0
2025-03-26 09:20:00,492.56,492.61,492.5,492.59,8378.0
2025-03-26 09:25:00,492.54,492.75,492.54,492.68,2760.0
2025-03-26 09:30:00,492.8,492.87,492.73,492.84,9850.0
2025-03-26 09:35:00,492.83,492.83,492.77,492.81,772.0
2025-03-26 09:40:00,492.74,492.82,492.64,492.73,2229.0
2025-03-26 09:45:00,492.64,492.64,492.49,492.63,1907.0
2025-03-26 09:50:00,492.8,492.8,492.24,492.25,8669.0
2025-03-26 09:55:00,492.26,492.35,492.16,492.16,5673.0
2025-03-26 10:00:00,492.15,492.32,492.1,492.32,6223.0
